pk_customerkey;costumer_name;birth_date;marital_status;gender;yearly_income;number_children_at_home;occupation;number_cars_owned;address_line;phone;fk_date_first_purchase
11233;Todd Li;09/09/1972;M;M;70000;2;Professional;2;5897 Scottsdale Rd.;680-555-0147;20180812
11234;Anna Griffin;19/11/1972;S;F;70000;2;Professional;2;7221 Peachwillow Street;965-555-0146;20180812
11235;Angel Stewart;08/02/1972;M;M;70000;2;Professional;2;2585 La Salle Ct.;540-555-0122;20190105
11236;Jeremy Butler;05/03/1972;S;M;70000;2;Professional;2;8811 The Trees Dr.;980-555-0117;20190405
11237;Clarence Anand;23/09/1978;S;M;130000;3;Management;4;Welt Platz 6;1 (11) 500 555-0191;20170308
11238;Mayra Prasad;10/08/1978;S;F;130000;3;Management;4;1119 Elderwood Dr.;1 (11) 500 555-0116;20160709
11239;Latoya Goel;06/10/1978;M;F;130000;4;Professional;2;8154 Pheasant Circle;1 (11) 500 555-0149;20160722
11240;Anne Hernandez;11/12/1978;M;F;160000;3;Professional;4;76 Woodcrest Dr.;1 (11) 500 555-0119;20160830
11241;Lisa Cai;11/10/1977;S;F;100000;3;Professional;4;102, rue de Berri;1 (11) 500 555-0125;20180314
11242;Larry Munoz;11/11/1977;M;M;110000;4;Professional;3;Midi-Couleurs;1 (11) 500 555-0193;20180323
11243;Robin Alvarez;09/10/1977;M;F;150000;3;Professional;3;4086 Emmons Canyon Lane;1 (11) 500 555-0198;20160824
11244;Alexis Coleman;26/11/1977;S;F;170000;3;Management;3;7140 Camelback Road;1 (11) 500 555-0115;20160815
11245;Ricky Vazquez;27/10/1976;M;M;120000;4;Professional;4;Roßstr 9928;1 (11) 500 555-0147;20170329
11246;Latasha Rubio;09/10/1976;M;F;120000;4;Professional;4;Alderstr 7690;1 (11) 500 555-0178;20170405
11247;Claudia Zhou;06/06/1976;S;F;130000;4;Professional;3;6516 Beauer Lane;1 (11) 500 555-0116;20160821
11248;Tristan Alexander;26/03/1975;M;M;110000;4;Professional;4;88, avenue des Champs-Elysées;1 (11) 500 555-0124;20190115
11249;Cindy Patel;13/07/1975;M;F;130000;4;Professional;3;Essener Straße 123;1 (11) 500 555-0149;20170411
11250;Shannon Liu;12/03/1975;M;F;170000;4;Professional;2;4185 Keywood Ct.;1 (11) 500 555-0119;20160917
11251;Xavier Long;04/07/1952;S;M;30000;0;Professional;2;9245 Dantley Way;243-555-0114;20190420
11252;Nicholas Thompson;07/06/1952;S;M;90000;0;Management;1;504 O St.;377-555-0147;20170214
11253;José Hernandez;28/02/1953;M;M;60000;0;Management;2;5703 Donald Dr.;712-555-0130;20180902
11254;Johnathan Vance;03/03/1953;M;M;70000;0;Management;2;9430 Versailles Pl;494-555-0166;20190526
11255;Colin Lin;04/04/1953;M;M;70000;0;Management;2;6083 San Jose;599-555-0132;20180827
11256;Katelyn Hernandez;20/09/1953;M;F;70000;0;Management;2;7496 Deerfield Dr.;249-555-0116;20181017
11257;Jacqueline Powell;06/01/1953;S;F;120000;2;Management;4;4076 Northwood Dr;796-555-0111;20170224
11258;Xavier Hill;28/06/1953;M;M;120000;2;Management;4;2707 Virgil Street;559-555-0149;20181122
11259;Victoria Stewart;27/03/1985;M;F;100000;1;Professional;4;3623 Barquentine Court;230-555-0139;20170307
11260;Katelyn Kelly;12/04/1985;M;F;110000;2;Management;3;7085 Solano Drive;507-555-0132;20180809
11261;Stephanie Collins;24/04/1985;M;F;130000;2;Management;1;2868 Central Avenue;209-555-0173;20170330
11262;Jennifer Simmons;04/05/1984;M;F;80000;3;Management;0;7959 Mt. Wilson Way;148-555-0115;20180831
11263;Trinity Richardson;11/09/1984;M;F;90000;5;Professional;3;3063 Blue Jay Drive;111-555-0116;20170301
11264;Eduardo Martin;17/06/1984;S;M;90000;5;Professional;3;5137 Pheasant Court;342-555-0195;20180706
11265;Elizabeth Jones;13/07/1984;M;F;90000;5;Professional;3;2253 Firestone Dr.;941-555-0110;20180707
11266;Taylor Howard;05/05/1984;S;F;90000;0;Professional;1;7396 Stratton Circle;162-555-0131;20170313
11267;David Diaz;02/10/1984;S;M;120000;2;Professional;4;2075 Browse Ct;613-555-0119;20170320
11268;Katelyn Carter;03/05/1984;M;F;130000;2;Management;2;3050 Monte Cresta Avenue;103-555-0195;20181130
11269;Ryan Foster;13/10/1984;M;M;130000;2;Management;2;5376 Sahara Drive;961-555-0133;20190223
11270;Robert Lee;04/05/1984;M;M;130000;2;Management;3;5461 Camino Verde Ct.;447-555-0174;20170313
11271;Danielle Reed;05/06/1984;S;F;150000;0;Management;4;6683 Carrick Ct;136-555-0114;20170330
11272;Lauren Martinez;10/11/1976;S;F;70000;3;Professional;0;4357 Tosca Way;977-555-0117;20170322
11273;Nathan Lal;01/10/1976;M;M;90000;1;Professional;0;7064 Cypress Ave;147-555-0121;20181115
11274;Kyle Foster;12/04/1954;M;M;50000;0;Management;2;5617 Landing Dr;846-555-0126;20170301
11275;Jenny Rai;18/01/1954;M;F;80000;0;Management;2;1440 Willow Pass Dr.;780-555-0119;20170302
11276;Nancy Chapman;19/09/1983;M;F;80000;3;Professional;2;1480 Shoenic;909-555-0129;20180802
11277;Charles Jackson;10/06/1983;M;M;80000;3;Professional;2;3400 Folson Drive;194-555-0175;20180806
11278;Jonathan Phillips;20/08/1983;S;M;90000;0;Professional;1;8772 Rock Creek Way;967-555-0176;20170319
11279;Amanda Cook;12/09/1983;M;F;90000;0;Professional;1;9187 Vista Del Sol;252-555-0177;20180904
11280;Robert Collins;21/08/1983;M;M;90000;0;Professional;1;5271 Sierra Road;966-555-0171;20190102
11281;Megan Barnes;10/10/1983;S;F;110000;2;Management;4;40 Ellis St.;807-555-0156;20170316
11282;Christian Thomas;16/01/1982;M;M;90000;4;Professional;4;5205 Coralie Drive;692-555-0172;20170303
11283;Arturo Lal;26/10/1982;M;M;110000;3;Management;2;4593 Mendouno Dr.;638-555-0164;20181130
11284;Theresa Serrano;27/03/1982;M;F;110000;3;Management;2;9007 S Royal Links Circle;777-555-0162;20180810
11285;Jeremy Anderson;19/03/1982;M;M;120000;3;Professional;4;7655 Greer Ave;940-555-0176;20190128
11286;Hunter Griffin;03/03/1982;M;M;170000;0;Management;4;4079 Redbird Lane;410-555-0148;20170324
11287;Henry Garcia;16/01/1981;M;M;70000;4;Professional;3;3268 Hazelwood Lane;282-555-0185;20180802
11288;Cindy Sanchez;16/09/1981;M;F;110000;3;Management;3;7062 Starflower Drive;198-555-0118;20180906
11289;Maria Carter;07/03/1981;M;F;130000;3;Management;1;8603 Elmhurst Lane;239-555-0158;20170311
11290;Katelyn Sanchez;18/08/1981;M;F;130000;3;Management;3;8869 Climbing Vine Court;395-555-0150;20170323
11291;Jenna Wright;05/05/1981;M;F;130000;3;Management;3;232 Pinnacle Drive;118-555-0191;20170307
11292;Seth Phillips;05/11/1981;S;M;150000;2;Professional;3;4361 Loftus Road;980-555-0196;20170318
11293;Luke Long;27/05/1975;S;M;60000;0;Professional;2;3177 Dover Way;786-555-0117;20180828
11294;Dalton Clark;03/09/1975;M;M;60000;0;Professional;2;4381 Amazonas;388-555-0195;20190328
11295;Taylor Lewis;16/05/1974;S;F;80000;0;Skilled Manual;2;8827 Ward Court;291-555-0174;20170328
11296;Haley Richardson;07/10/1955;S;F;50000;0;Management;2;6203 Laurel Drive;620-555-0129;20170304
11297;Noah Coleman;02/02/1955;S;M;70000;0;Management;2;5562 Galindo Street;847-555-0167;20170329
11298;Jon Luo;03/03/1955;M;M;70000;0;Management;2;3560 River Rock Lane;127-555-0189;20170315
11299;Orlando Vazquez;01/04/1956;M;M;70000;0;Management;2;8547 Catherine Way;757-555-0143;20170329
11300;Fernando Barnes;03/03/1980;M;M;80000;4;Professional;3;7633 Greenhills Circle;469-555-0125;20180804
11301;Cameron Rodriguez;09/06/1980;M;M;80000;4;Professional;4;1217 Mariposa;727-555-0119;20181211
11302;Spencer Russell;12/12/1980;S;M;90000;3;Professional;3;2396 Mink Court;834-555-0131;20170309
11303;Julia Coleman;11/10/1980;S;F;90000;3;Professional;3;3128 Ramsey Circle;907-555-0170;20170305
11304;Julia Garcia;17/03/1980;M;F;100000;3;Professional;0;6179 Mt. Hamilton Dr.;923-555-0183;20180921
11305;Sean Evans;19/06/1980;M;M;110000;3;Professional;4;7118 Elliott Dr.;791-555-0174;20180926
11306;Micah Zhou;22/06/1980;M;M;110000;3;Professional;4;6105 Brownstone Rd;497-555-0185;20190101
11307;Hunter Rodriguez;04/11/1974;M;M;80000;0;Skilled Manual;2;4343 Cook Street;996-555-0142;20170307
11308;Ian Gonzales;05/03/1974;M;M;60000;0;Professional;2;7122 Athene Dr.;904-555-0153;20190310
11309;Victoria Lewis;12/06/1974;S;F;60000;0;Professional;2;4426 Tanager Road;586-555-0191;20190110
11310;Erin Sanders;09/07/1973;S;F;70000;0;Management;2;7541 Black Point Pl;233-555-0160;20190213
11311;Gabrielle Lopez;24/08/1973;S;F;70000;0;Management;2;8619 Parkside Dr.;783-555-0174;20181020
11312;Sara Richardson;03/04/1973;S;F;70000;0;Management;2;7375 Kipling Court;296-555-0174;20181118
11313;Trevor Jenkins;27/02/1973;S;M;70000;0;Management;2;4697 Yosemite Dr.;120-555-0129;20181108
11314;Mya Flores;21/12/1973;S;F;70000;0;Management;2;8439 Rio Grande Drive;522-555-0140;20180829
11315;Hailey Ward;01/10/1973;S;F;70000;0;Management;2;6321 Maya;767-555-0151;20181121
11316;Luke Allen;17/11/1973;M;M;60000;0;Management;2;419 Deermeadow Way;786-555-0133;20180716
11317;Victoria Russell;17/09/1972;S;F;40000;0;Professional;2;9268 Keller Ridge;663-555-0197;20170304
11318;Jessica Wilson;26/10/1972;S;F;40000;0;Professional;2;1652 Willcrest Circle;702-555-0180;20190419
11319;Jade Bailey;27/04/1957;M;F;70000;0;Management;2;8119 Northridge Ct;819-555-0160;20170312
11320;Morgan Hill;26/06/1957;M;F;80000;0;Management;2;6951 Harmony Way;510-555-0120;20181217
11321;Terrance Raman;08/07/1958;M;M;90000;0;Management;2;2297 Via Valencia;879-555-0124;20180827
11322;Sydney Garcia;15/03/1958;M;F;90000;0;Management;2;252 Hemlock Drive;783-555-0116;20180925
11323;Jose Patterson;20/06/1958;S;M;120000;4;Management;3;648 Newport Drive;768-555-0153;20170313
11324;Zachary Anderson;14/05/1959;M;M;90000;0;Management;2;2476 Mt. Whitney Way;693-555-0118;20170329
11325;Elijah Ross;02/07/1959;S;M;90000;0;Management;2;6679 Cornelius Dr;409-555-0142;20170322
11326;Rafael Xie;26/06/1959;M;M;130000;3;Management;4;369 Peabody Road;663-555-0137;20170318
11327;Jaime Moreno;04/03/1960;M;M;90000;0;Management;2;83 Mountain View Blvd;457-555-0178;20170329
11328;Julian Griffin;01/01/1960;M;M;90000;0;Management;2;7398 Withersed Lane;636-555-0197;20180709
11329;Andy Alvarez;25/07/1960;S;M;90000;0;Management;2;9466 Morning Glory Dr.;367-555-0172;20170328
11330;Ryan Thompson;13/05/1960;M;M;110000;4;Management;1;3407 Pinon Dr.;138-555-0142;20180816
11331;Samantha Jenkins;06/07/1988;M;F;90000;4;Skilled Manual;2;1046 Cloverleaf Circle;936-555-0152;20180811
11332;Deanna Ramos;04/10/1982;S;F;10000;0;Manual;0;Roßstr 9938;1 (11) 500 555-0138;20170417
11333;Emily Miller;10/07/1982;M;F;20000;0;Clerical;0;9075 Calle Verde;1 (11) 500 555-0110;20160921
11334;Nicole Brown;22/03/1981;M;F;10000;0;Manual;0;1135 W St.;1 (11) 500 555-0187;20160904
11335;Carla Raman;24/06/1981;M;F;10000;0;Manual;0;Winterfeldtstr 255;1 (11) 500 555-0124;20170425
11336;Shaun Raji;12/03/1982;M;M;20000;0;Clerical;0;44, rue du Départ;1 (11) 500 555-0122;20180331
11337;Jerome Romero;21/09/1981;M;M;10000;0;Manual;0;7289 Brookview Dr.;1 (11) 500 555-0112;20160909
11338;Frank Navarro;10/08/1981;M;M;20000;0;Clerical;0;Buergermeister-ulrich-str 2987;1 (11) 500 555-0139;20170413
11339;Dennis She;08/07/1981;S;M;20000;0;Clerical;0;828, rue de Berri;1 (11) 500 555-0141;20180410
11340;Melody Munoz;06/04/1956;M;F;10000;0;Clerical;0;9, avenue Reille;1 (11) 500 555-0147;20180430
11341;Randy Zeng;21/08/1956;M;M;20000;0;Clerical;0;2334 Brandywine Way;1 (11) 500 555-0144;20161012
11342;Marshall Wang;11/03/1982;M;M;30000;0;Clerical;0;68062, rue des Grands Champs;1 (11) 500 555-0161;20190113
11343;Arthur Carlson;13/09/1978;M;M;10000;0;Manual;0;6507 Fieldcrest Dr.;1 (11) 500 555-0166;20161005
11344;Jessie Jimenez;24/07/1977;M;F;10000;0;Manual;0;5723 C Wharton Way;1 (11) 500 555-0193;20161113
11345;Robin Ramos;12/03/1977;S;F;10000;0;Manual;0;6, rue de l´Esplanade;1 (11) 500 555-0111;20180425
11346;Deanna Gutierrez;22/05/1975;S;F;10000;0;Manual;1;Attaché de Presse;1 (11) 500 555-0112;20180404
11347;Roy Navarro;23/12/1975;M;M;10000;0;Manual;1;Viktoria-Luise-Platz 43;1 (11) 500 555-0137;20180917
11348;Shawn Rai;22/09/1975;M;M;10000;0;Manual;1;Westheimer Straße 7606;1 (11) 500 555-0117;20181002
11349;Mindy Luo;03/09/1974;M;F;10000;0;Manual;1;Brunnenstr 7566;1 (11) 500 555-0194;20190716
11350;Cara Zhou;14/01/1957;M;F;30000;0;Clerical;0;7280 Greendell Pl;1 (11) 500 555-0118;20180809
11351;Anne Ramos;06/04/1959;S;F;20000;0;Clerical;0;7113 Eastgate Ave.;1 (11) 500 555-0148;20161213
11352;Raymond Rodriguez;07/03/1960;M;M;10000;0;Manual;1;24, impasse Ste-Madeleine;1 (11) 500 555-0131;20181102
11353;Carrie Ortega;11/06/1961;S;F;30000;0;Clerical;0;1883 Cowell Rd.;1 (11) 500 555-0111;20161213
11354;Deanna Suarez;23/02/1962;M;F;20000;0;Manual;0;Dunckerstr 22525;1 (11) 500 555-0146;20190605
11355;Roberto Gutierrez;28/12/1962;M;M;40000;0;Clerical;0;3545 Chickpea Ct.;1 (11) 500 555-0124;20190329
11356;Terrence Carson;27/05/2000;S;M;10000;0;Manual;1;6613 Thornhill Place;1 (11) 500 555-0189;20161110
11357;Ramon Ye;23/03/1999;S;M;10000;0;Manual;1;3245 Vista Oak Dr.;1 (11) 500 555-0143;20161219
11358;Cynthia Malhotra;11/11/1998;S;F;10000;0;Manual;1;6757 Pamplona Ct.;1 (11) 500 555-0187;20161229
11359;Jarrod Prasad;04/09/1998;S;M;10000;0;Manual;1;7657 H St.;1 (11) 500 555-0154;20161214
11360;Tyrone Serrano;02/08/1998;S;M;10000;0;Manual;1;3767 View Dr.;1 (11) 500 555-0176;20161228
11361;Cindy Ramos;28/04/1997;M;F;10000;0;Manual;2;6565 Jamie Way;1 (11) 500 555-0173;20190403
11362;Damien Shan;11/11/1997;M;M;10000;0;Manual;2;5312 Riverwood Circle;1 (11) 500 555-0142;20180930
11363;Julian Ross;20/10/1997;S;M;10000;0;Manual;2;3346 Larkwood Ct.;1 (11) 500 555-0126;20161209
11364;Jennifer Collins;23/09/1999;S;F;10000;1;Manual;0;4536 Killdeer Court;1 (11) 500 555-0196;20161208
11365;Brittney Sun;09/06/1999;S;F;10000;1;Manual;0;8856 Mt. Wilson Way;1 (11) 500 555-0155;20161201
11366;Virginia Patel;25/10/1999;M;F;20000;0;Clerical;0;3118 Creekside Drive;1 (11) 500 555-0146;20181226
11367;Calvin Nara;22/02/1999;M;M;20000;0;Clerical;0;5795 Morning Glory Dr.;1 (11) 500 555-0193;20190108
11368;Edward Miller;25/11/1998;S;M;10000;1;Manual;0;598 Limeridge Drive;1 (11) 500 555-0151;20161225
11369;Ashlee Tang;04/08/1998;M;F;20000;0;Clerical;0;4111 Vista Diablo;1 (11) 500 555-0187;20190106
11370;Alicia Xu;01/04/1998;M;F;20000;0;Clerical;0;3743 Grenadine Way;1 (11) 500 555-0113;20190114
11371;Lacey Jai;27/05/1998;M;F;20000;0;Clerical;0;6208 Prestwick Dr.;1 (11) 500 555-0149;20190510
11372;Wendy Romero;15/05/1998;S;F;20000;0;Clerical;0;24 San Vincente Drive;1 (11) 500 555-0114;20161208
11373;Carly Luo;20/09/1963;M;F;30000;0;Clerical;0;Hellweg 4644;1 (11) 500 555-0138;20190228
11374;Jimmy Ortega;28/06/1963;S;M;30000;0;Clerical;0;Postfach 11 11 22;1 (11) 500 555-0183;20181017
11375;Francisco Martinez;09/05/1963;M;M;30000;0;Clerical;0;5508 Glenmount Dr.;1 (11) 500 555-0119;20190419
11376;Lance Vazquez;10/06/1963;S;M;40000;0;Clerical;0;9159 Shepberry Court;1 (11) 500 555-0112;20190417
11377;David Robinett;23/02/1981;M;M;30000;0;Clerical;0;Pappelallee 6667;238-555-0100;20180901
11378;Shannon Liang;22/05/1980;S;F;10000;1;Manual;1;7445 Meaham Drive;1 (11) 500 555-0159;20180420
11379;Gary Vazquez;18/11/1979;M;M;10000;1;Manual;1;5, rue de la Cavalerie;1 (11) 500 555-0130;20180405
11380;Mitchell Kumar;02/03/1979;S;M;20000;0;Manual;1;Husemann Straße 6464;1 (11) 500 555-0119;20170413
11381;Meredith Raman;22/08/1979;M;F;20000;0;Manual;1;6092 Chestnut;1 (11) 500 555-0162;20161213
11382;Edward Patterson;19/01/1978;M;M;20000;0;Manual;1;211, avenue Foch;1 (11) 500 555-0118;20180507
11383;Marie Gill;28/08/1980;M;F;30000;0;Clerical;0;571, rue Malar;1 (11) 500 555-0192;20190704
11384;Tiffany Wang;16/10/1980;M;F;30000;0;Clerical;0;5, rue Malar;1 (11) 500 555-0192;20190203
11385;Miguel Allen;11/08/1980;S;M;30000;0;Clerical;0;6834 Violetta;1 (11) 500 555-0128;20190107
11386;Jaclyn Cai;05/11/1980;M;F;30000;0;Clerical;0;Postfach 55 00 00;1 (11) 500 555-0164;20190505
11387;Megan Ramirez;02/06/1979;S;F;40000;0;Clerical;0;507 Sahara Drive;1 (11) 500 555-0192;20170126
11388;Joseph Martin;24/07/1979;M;M;40000;0;Clerical;0;7028 San Gabriel Dr.;1 (11) 500 555-0143;20170103
11389;Karl Shan;24/04/1990;S;M;10000;1;Manual;1;Nollendorfplatz 48;1 (11) 500 555-0198;20190520
11390;Christine Raji;19/10/1990;S;F;10000;1;Manual;1;11, boulevard Tremblay;1 (11) 500 555-0153;20190510
11391;Lindsay Xie;27/12/1990;S;F;10000;2;Manual;0;Am Grossen Dern 4624;1 (11) 500 555-0115;20190428
11392;Willie Zhao;07/02/1990;S;M;10000;2;Manual;0;Königstr 282;1 (11) 500 555-0120;20180930
11393;Kurt Pal;17/01/1989;S;M;10000;2;Manual;0;55, avenue de l´ Union Centrale;1 (11) 500 555-0117;20190117
11394;George McDonald;23/10/1989;S;M;10000;2;Manual;0;9186 West Boyd Rd.;1 (11) 500 555-0150;20170104
11395;Beth Gutierrez;18/10/1990;S;F;30000;0;Clerical;0;Rehstr 1346;1 (11) 500 555-0110;20170517
11396;Ian Lopez;05/10/1989;M;M;10000;2;Manual;1;Zur Lindung 6;1 (11) 500 555-0182;20190428
11397;Latoya Shan;04/06/1989;S;F;20000;0;Manual;1;Attaché de Presse;1 (11) 500 555-0122;20190108
11398;Colin Nath;09/09/1989;S;M;30000;0;Clerical;0;8900 Escobar;1 (11) 500 555-0115;20170103
11399;Brenda Mehta;04/08/1989;S;F;30000;0;Clerical;0;11, avenue du Port;1 (11) 500 555-0155;20181015
11400;Franklin Raji;19/04/1989;S;M;40000;0;Clerical;0;3477 Mt. Washington Way;1 (11) 500 555-0180;20170115
11401;Linda Navarro;26/08/1989;M;F;40000;0;Clerical;0;6, route de Marseille;1 (11) 500 555-0189;20180501
11402;Kelli Cai;20/11/1989;M;F;40000;0;Clerical;0;1216, place de la Concorde;1 (11) 500 555-0145;20180511
11403;Nancy Schmidt;09/01/1989;S;F;40000;0;Clerical;0;340, boulevard d´Albi;1 (11) 500 555-0150;20180501
11404;Megan Taylor;01/01/1972;S;F;10000;0;Manual;2;Berliner Platz 43;1 (11) 500 555-0178;20180814
11405;Bonnie Goel;17/02/1972;S;F;10000;0;Manual;2;Carlsplatz 89;1 (11) 500 555-0143;20181002
11406;Latoya Xu;03/07/1972;M;F;20000;0;Manual;1;101, rue de Terre Neuve;1 (11) 500 555-0141;20180508
11407;Mario She;02/04/1972;M;M;20000;0;Manual;1;Conesweg 720;1 (11) 500 555-0156;20181225
11408;Darren Gill;14/05/1973;M;M;10000;1;Manual;2;8132 Twincreek Ct;1 (11) 500 555-0166;20180906
11409;Jacqueline Hayes;05/03/1988;S;F;10000;2;Manual;1;33, rue Georges-Clémenceau;1 (11) 500 555-0162;20180521
11410;Maurice Goel;25/08/1988;M;M;20000;1;Manual;0;15, avenue de la Gare;1 (11) 500 555-0179;20180517
11411;Devin Ross;12/02/1974;M;M;80000;2;Professional;1;Postenweg 2428;1 (11) 500 555-0172;20190205
11412;Sydney Bryant;09/04/1974;S;F;80000;2;Professional;1;Postfach 99 92 92;1 (11) 500 555-0156;20170508
11413;Megan Stewart;15/04/1974;M;F;80000;2;Professional;1;8192 Seagull Court;1 (11) 500 555-0116;20170210
11414;Ian Richardson;18/03/1974;S;M;80000;2;Professional;1;726 W. Buchanan Rd.;1 (11) 500 555-0119;20170213
11415;Randy She;05/06/1964;S;M;90000;0;Professional;2;Roßstr 5538;1 (11) 500 555-0141;20190217
11416;Katrina Becker;19/03/1965;M;F;60000;1;Skilled Manual;4;8205, rue Malar;1 (11) 500 555-0153;20180511
11417;Lacey Zheng;26/02/1965;M;F;70000;1;Professional;2;4, rue de Linois;1 (11) 500 555-0174;20180508
11418;Rafael Hu;09/02/1965;S;M;90000;0;Professional;2;Zeiter Weg 7765;1 (11) 500 555-0159;20190619
11419;Kyle Scott;18/02/1965;M;M;150000;4;Management;4;9381 Alpine Rd.;1 (11) 500 555-0178;20180913
11420;Jordan Turner;12/07/1966;M;M;100000;3;Management;4;100, rue Maillard;1 (11) 500 555-0176;20180505
11421;Amy Sun;19/07/1966;M;F;110000;4;Management;4;Am Karlshof 2500;1 (11) 500 555-0111;20170506
11422;Dustin Deng;01/09/1966;M;M;170000;4;Management;3;8185 Sol Street;1 (11) 500 555-0168;20170222
11423;Jasmine Stewart;05/11/1974;M;F;80000;2;Professional;1;Heidestieg Straße 8224;1 (11) 500 555-0165;20170612
11424;Pamela Garcia;07/12/1973;M;F;80000;2;Professional;2;Postfach 11 09 99;1 (11) 500 555-0182;20181023
11425;Ariana Gray;06/08/1974;M;F;90000;2;Professional;2;3675 Palms Dr;1 (11) 500 555-0191;20180526
11426;Kristopher Mehta;02/10/1973;M;M;110000;4;Management;4;Herzogstr 328;1 (11) 500 555-0181;20181011
11427;Desiree Dominguez;18/12/1973;M;F;110000;5;Professional;2;Holzstr 4222;1 (11) 500 555-0133;20170622
11428;Deanna Perez;22/08/1973;S;F;120000;5;Management;2;Marienplatz 56;1 (11) 500 555-0191;20170607
11429;Marco Lopez;16/07/1972;M;M;80000;1;Professional;2;313, rue de l'Espace De Schengen;1 (11) 500 555-0186;20180617
11430;Casey Yuan;24/03/1972;M;F;90000;1;Professional;2;Hunzinger Allee 153;1 (11) 500 555-0184;20180920
11431;Bryant Garcia;27/10/1972;M;M;110000;5;Professional;2;Am Gallberg 94;1 (11) 500 555-0115;20170623
11432;Dominique Prasad;11/09/1971;M;F;80000;2;Professional;2;765, rue Villedo;1 (11) 500 555-0148;20180613
11433;Maurice Shan;02/09/1971;M;M;80000;2;Professional;2;59, rue Montcalm;1 (11) 500 555-0130;20180605
11434;Andre Lopez;06/05/1971;M;M;170000;5;Professional;4;638 Shangri-la Rd.;1 (11) 500 555-0111;20181217
11435;Robin Romero;06/03/1970;S;F;100000;4;Management;4;Hüttenstr 9995;1 (11) 500 555-0168;20190707
11436;Taylor Cox;18/09/1970;M;F;160000;5;Management;4;6409 Buckthorn Court;1 (11) 500 555-0125;20181123
11437;Alfredo Moreno;17/12/1969;M;M;90000;1;Management;3;882, rue Villedo;1 (11) 500 555-0166;20190621
11438;Jenny Nara;14/10/1969;M;F;130000;5;Management;4;Alderstr 8642;1 (11) 500 555-0164;20180809
11439;Janet Munoz;17/05/1968;M;F;90000;1;Management;3;61, rue Pierre-Demoulin;1 (11) 500 555-0148;20180602
11440;Sergio Weber;27/09/1967;M;M;80000;0;Skilled Manual;2;6, place de Fontenoy;1 (11) 500 555-0178;20180928
11441;Erika Gomez;12/06/1967;M;F;90000;0;Skilled Manual;2;2, place Beaubernard;1 (11) 500 555-0155;20190711
11442;Joseph Harris;14/11/1967;M;M;90000;0;Skilled Manual;2;8, rue des Vendangeurs;1 (11) 500 555-0116;20190401
